INSERT INTO dateC VALUES (0, TO_DATE('1-1-2020','DD-MM-YYYY'), 'Lundi', 'Janvier', '2020', 1, 1);
INSERT INTO search VALUES (91, 0, 6,14,13,1,0.07,0.93,61,9,52,0.15,0.85,21);
INSERT INTO search VALUES (92, 0, 0,97,61,36,0.37,0.63,82,77,5,0.94,0.06,32);
INSERT INTO search VALUES (92, 0, 1,35,30,5,0.14,0.86,12,4,8,0.33,0.67,68);
INSERT INTO search VALUES (92, 0, 2,14,2,12,0.86,0.14,51,12,39,0.24,0.76,35);
INSERT INTO search VALUES (92, 0, 3,42,19,23,0.55,0.45,5,2,3,0.4,0.6,48);
INSERT INTO search VALUES (92, 0, 4,4,2,2,0.5,0.5,34,31,3,0.91,0.09,61);
INSERT INTO search VALUES (92, 0, 5,54,37,17,0.31,0.69,1,0,1,0.0,1.0,2);
INSERT INTO search VALUES (92, 0, 6,22,16,6,0.27,0.73,7,5,2,0.71,0.29,73);
INSERT INTO search VALUES (93, 0, 0,5,2,3,0.6,0.4,92,90,2,0.98,0.02,36);
INSERT INTO search VALUES (93, 0, 1,93,64,29,0.31,0.69,73,44,29,0.6,0.4,31);
INSERT INTO search VALUES (93, 0, 2,99,46,53,0.54,0.46,82,11,71,0.13,0.87,20);
INSERT INTO search VALUES (93, 0, 3,45,15,30,0.67,0.33,78,44,34,0.56,0.44,23);
INSERT INTO search VALUES (93, 0, 4,3,0,3,1.0,0.0,29,3,26,0.1,0.9,36);
INSERT INTO search VALUES (93, 0, 5,75,24,51,0.68,0.32,9,2,7,0.22,0.78,59);
INSERT INTO search VALUES (93, 0, 6,31,21,10,0.32,0.68,59,21,38,0.36,0.64,31);
INSERT INTO search VALUES (94, 0, 0,51,27,24,0.47,0.53,11,10,1,0.91,0.09,28);
INSERT INTO search VALUES (94, 0, 1,22,11,11,0.5,0.5,84,15,69,0.18,0.82,39);
INSERT INTO search VALUES (94, 0, 2,20,10,10,0.5,0.5,18,10,8,0.56,0.44,40);
INSERT INTO search VALUES (94, 0, 3,63,35,28,0.44,0.56,35,3,32,0.09,0.91,49);
INSERT INTO search VALUES (94, 0, 4,33,15,18,0.55,0.45,77,68,9,0.88,0.12,41);
INSERT INTO search VALUES (94, 0, 5,46,17,29,0.63,0.37,48,22,26,0.46,0.54,51);
INSERT INTO search VALUES (94, 0, 6,13,8,5,0.38,0.62,23,19,4,0.83,0.17,96);
INSERT INTO search VALUES (95, 0, 0,99,76,23,0.23,0.77,66,63,3,0.95,0.05,84);
INSERT INTO search VALUES (95, 0, 1,81,15,66,0.81,0.19,70,9,61,0.13,0.87,54);
INSERT INTO search VALUES (95, 0, 2,46,26,20,0.43,0.57,57,37,20,0.65,0.35,2);
INSERT INTO search VALUES (95, 0, 3,62,9,53,0.85,0.15,49,15,34,0.31,0.69,40);
INSERT INTO search VALUES (95, 0, 4,48,13,35,0.73,0.27,16,12,4,0.75,0.25,34);
INSERT INTO search VALUES (95, 0, 5,34,10,24,0.71,0.29,52,30,22,0.58,0.42,28);
INSERT INTO search VALUES (95, 0, 6,93,39,54,0.58,0.42,31,9,22,0.29,0.71,14);
INSERT INTO search VALUES (96, 0, 0,99,37,62,0.63,0.37,25,7,18,0.28,0.72,75);
INSERT INTO search VALUES (96, 0, 1,86,37,49,0.57,0.43,67,41,26,0.61,0.39,72);
INSERT INTO search VALUES (96, 0, 2,75,29,46,0.61,0.39,63,5,58,0.08,0.92,53);
INSERT INTO search VALUES (96, 0, 3,86,45,41,0.48,0.52,48,15,33,0.31,0.69,85);
INSERT INTO search VALUES (96, 0, 4,96,31,65,0.68,0.32,93,6,87,0.06,0.94,43);
INSERT INTO search VALUES (96, 0, 5,13,7,6,0.46,0.54,56,54,2,0.96,0.04,99);
INSERT INTO search VALUES (96, 0, 6,3,3,0,0.0,1.0,95,62,33,0.65,0.35,46);
INSERT INTO search VALUES (97, 0, 0,49,47,2,0.04,0.96,42,20,22,0.48,0.52,31);
INSERT INTO search VALUES (97, 0, 1,16,0,16,1.0,0.0,16,16,0,1.0,0.0,71);
INSERT INTO search VALUES (97, 0, 2,14,5,9,0.64,0.36,65,17,48,0.26,0.74,10);
INSERT INTO search VALUES (97, 0, 3,55,51,4,0.07,0.93,58,51,7,0.88,0.12,34);
INSERT INTO search VALUES (97, 0, 4,96,42,54,0.56,0.44,15,4,11,0.27,0.73,22);
INSERT INTO search VALUES (97, 0, 5,92,11,81,0.88,0.12,61,19,42,0.31,0.69,8);
INSERT INTO search VALUES (97, 0, 6,77,77,0,0.0,1.0,47,4,43,0.09,0.91,40);
INSERT INTO search VALUES (98, 0, 0,43,8,35,0.81,0.19,25,6,19,0.24,0.76,28);
INSERT INTO search VALUES (98, 0, 1,63,30,33,0.52,0.48,55,48,7,0.87,0.13,24);
INSERT INTO search VALUES (98, 0, 2,94,78,16,0.17,0.83,88,15,73,0.17,0.83,22);
INSERT INTO search VALUES (98, 0, 3,39,26,13,0.33,0.67,46,33,13,0.72,0.28,41);
INSERT INTO search VALUES (98, 0, 4,24,14,10,0.42,0.58,87,14,73,0.16,0.84,56);
INSERT INTO search VALUES (98, 0, 5,35,32,3,0.09,0.91,81,11,70,0.14,0.86,101);
INSERT INTO search VALUES (98, 0, 6,35,30,5,0.14,0.86,63,26,37,0.41,0.59,38);
INSERT INTO search VALUES (99, 0, 0,78,60,18,0.23,0.77,4,0,4,0.0,1.0,70);
INSERT INTO search VALUES (99, 0, 1,76,57,19,0.25,0.75,11,4,7,0.36,0.64,36);
INSERT INTO search VALUES (99, 0, 2,47,29,18,0.38,0.62,16,0,16,0.0,1.0,26);
INSERT INTO search VALUES (99, 0, 3,28,4,24,0.86,0.14,92,87,5,0.95,0.05,47);
INSERT INTO search VALUES (99, 0, 4,20,6,14,0.7,0.3,71,58,13,0.82,0.18,47);
INSERT INTO search VALUES (99, 0, 5,7,5,2,0.29,0.71,43,40,3,0.93,0.07,52);
INSERT INTO search VALUES (99, 0, 6,47,23,24,0.51,0.49,25,3,22,0.12,0.88,16);
INSERT INTO search VALUES (100, 0, 0,96,28,68,0.71,0.29,36,1,35,0.03,0.97,75);
INSERT INTO search VALUES (100, 0, 1,75,13,62,0.83,0.17,94,70,24,0.74,0.26,41);
INSERT INTO search VALUES (100, 0, 2,57,23,34,0.6,0.4,21,20,1,0.95,0.05,13);
INSERT INTO search VALUES (100, 0, 3,47,1,46,0.98,0.02,46,17,29,0.37,0.63,66);
INSERT INTO search VALUES (100, 0, 4,60,2,58,0.97,0.03,96,77,19,0.8,0.2,42);
INSERT INTO search VALUES (100, 0, 5,23,23,0,0.0,1.0,43,18,25,0.42,0.58,57);
INSERT INTO search VALUES (100, 0, 6,71,7,64,0.9,0.1,31,22,9,0.71,0.29,14);
INSERT INTO search VALUES (101, 0, 0,28,17,11,0.39,0.61,65,36,29,0.55,0.45,19);
INSERT INTO search VALUES (101, 0, 1,6,0,6,1.0,0.0,5,0,5,0.0,1.0,16);
INSERT INTO search VALUES (101, 0, 2,69,17,52,0.75,0.25,26,0,26,0.0,1.0,53);
INSERT INTO search VALUES (101, 0, 3,64,5,59,0.92,0.08,45,15,30,0.33,0.67,42);
INSERT INTO search VALUES (101, 0, 4,30,30,0,0.0,1.0,25,18,7,0.72,0.28,2);
INSERT INTO search VALUES (101, 0, 5,82,30,52,0.63,0.37,79,45,34,0.57,0.43,55);
INSERT INTO search VALUES (101, 0, 6,64,53,11,0.17,0.83,59,58,1,0.98,0.02,67);
INSERT INTO search VALUES (102, 0, 0,49,33,16,0.33,0.67,9,6,3,0.67,0.33,63);
INSERT INTO search VALUES (102, 0, 1,74,37,37,0.5,0.5,72,48,24,0.67,0.33,51);
INSERT INTO search VALUES (102, 0, 2,86,75,11,0.13,0.87,51,49,2,0.96,0.04,68);
INSERT INTO search VALUES (102, 0, 3,39,15,24,0.62,0.38,87,4,83,0.05,0.95,31);
INSERT INTO search VALUES (102, 0, 4,24,22,2,0.08,0.92,64,25,39,0.39,0.61,67);
INSERT INTO search VALUES (102, 0, 5,94,23,71,0.76,0.24,11,11,0,1.0,0.0,29);
INSERT INTO search VALUES (102, 0, 6,93,36,57,0.61,0.39,50,49,1,0.98,0.02,27);
INSERT INTO search VALUES (103, 0, 0,81,66,15,0.19,0.81,98,92,6,0.94,0.06,103);
INSERT INTO search VALUES (103, 0, 1,100,19,81,0.81,0.19,54,0,54,0.0,1.0,50);
INSERT INTO search VALUES (103, 0, 2,80,21,59,0.74,0.26,95,7,88,0.07,0.93,2);
INSERT INTO search VALUES (103, 0, 3,80,46,34,0.42,0.58,56,15,41,0.27,0.73,21);
INSERT INTO search VALUES (103, 0, 4,20,11,9,0.45,0.55,37,10,27,0.27,0.73,24);
INSERT INTO search VALUES (103, 0, 5,7,1,6,0.86,0.14,13,10,3,0.77,0.23,45);
INSERT INTO search VALUES (103, 0, 6,73,33,40,0.55,0.45,76,74,2,0.97,0.03,16);
INSERT INTO search VALUES (104, 0, 0,100,98,2,0.02,0.98,90,23,67,0.26,0.74,60);
INSERT INTO search VALUES (104, 0, 1,2,1,1,0.5,0.5,74,70,4,0.95,0.05,35);
INSERT INTO search VALUES (104, 0, 2,93,45,48,0.52,0.48,3,3,0,1.0,0.0,87);
INSERT INTO search VALUES (104, 0, 3,9,7,2,0.22,0.78,25,18,7,0.72,0.28,62);
INSERT INTO search VALUES (104, 0, 4,83,73,10,0.12,0.88,76,66,10,0.87,0.13,75);
INSERT INTO search VALUES (104, 0, 5,75,27,48,0.64,0.36,72,53,19,0.74,0.26,91);
INSERT INTO search VALUES (104, 0, 6,85,59,26,0.31,0.69,23,20,3,0.87,0.13,49);
INSERT INTO search VALUES (105, 0, 0,52,34,18,0.35,0.65,60,0,60,0.0,1.0,7);
INSERT INTO search VALUES (105, 0, 1,42,36,6,0.14,0.86,36,1,35,0.03,0.97,28);
INSERT INTO search VALUES (105, 0, 2,65,15,50,0.77,0.23,80,28,52,0.35,0.65,52);
INSERT INTO search VALUES (105, 0, 3,77,45,32,0.42,0.58,19,17,2,0.89,0.11,8);
INSERT INTO search VALUES (105, 0, 4,97,11,86,0.89,0.11,50,43,7,0.86,0.14,72);
INSERT INTO search VALUES (105, 0, 5,48,6,42,0.88,0.12,68,36,32,0.53,0.47,25);
INSERT INTO search VALUES (105, 0, 6,88,26,62,0.7,0.3,71,52,19,0.73,0.27,37);
INSERT INTO search VALUES (106, 0, 0,34,3,31,0.91,0.09,51,11,40,0.22,0.78,40);
INSERT INTO search VALUES (106, 0, 1,57,8,49,0.86,0.14,64,36,28,0.56,0.44,71);
INSERT INTO search VALUES (106, 0, 2,28,6,22,0.79,0.21,97,92,5,0.95,0.05,50);
INSERT INTO search VALUES (106, 0, 3,19,3,16,0.84,0.16,36,25,11,0.69,0.31,28);
INSERT INTO search VALUES (106, 0, 4,54,40,14,0.26,0.74,32,6,26,0.19,0.81,24);
INSERT INTO search VALUES (106, 0, 5,18,8,10,0.56,0.44,38,19,19,0.5,0.5,7);
INSERT INTO search VALUES (106, 0, 6,68,62,6,0.09,0.91,7,0,7,0.0,1.0,31);
INSERT INTO search VALUES (107, 0, 0,41,36,5,0.12,0.88,67,57,10,0.85,0.15,2);
INSERT INTO search VALUES (107, 0, 1,98,65,33,0.34,0.66,51,34,17,0.67,0.33,65);
INSERT INTO search VALUES (107, 0, 2,100,21,79,0.79,0.21,84,69,15,0.82,0.18,40);
INSERT INTO search VALUES (107, 0, 3,72,27,45,0.62,0.38,68,63,5,0.93,0.07,4);
INSERT INTO search VALUES (107, 0, 4,85,57,28,0.33,0.67,12,0,12,0.0,1.0,73);
INSERT INTO search VALUES (107, 0, 5,33,21,12,0.36,0.64,50,43,7,0.86,0.14,16);
INSERT INTO search VALUES (107, 0, 6,8,8,0,0.0,1.0,8,0,8,0.0,1.0,70);
INSERT INTO search VALUES (108, 0, 0,63,51,12,0.19,0.81,28,22,6,0.79,0.21,50);
INSERT INTO search VALUES (108, 0, 1,85,2,83,0.98,0.02,24,1,23,0.04,0.96,59);
INSERT INTO search VALUES (108, 0, 2,2,1,1,0.5,0.5,74,1,73,0.01,0.99,38);
INSERT INTO search VALUES (108, 0, 3,59,45,14,0.24,0.76,85,21,64,0.25,0.75,50);
INSERT INTO search VALUES (108, 0, 4,3,0,3,1.0,0.0,20,6,14,0.3,0.7,2);
INSERT INTO search VALUES (108, 0, 5,29,12,17,0.59,0.41,28,2,26,0.07,0.93,28);
INSERT INTO search VALUES (108, 0, 6,68,63,5,0.07,0.93,72,70,2,0.97,0.03,44);
INSERT INTO search VALUES (109, 0, 0,5,4,1,0.2,0.8,44,33,11,0.75,0.25,72);
INSERT INTO search VALUES (109, 0, 1,86,7,79,0.92,0.08,17,11,6,0.65,0.35,15);
INSERT INTO search VALUES (109, 0, 2,96,86,10,0.1,0.9,83,40,43,0.48,0.52,77);
INSERT INTO search VALUES (109, 0, 3,32,10,22,0.69,0.31,62,8,54,0.13,0.87,48);
INSERT INTO search VALUES (109, 0, 4,28,11,17,0.61,0.39,1,1,0,1.0,0.0,25);
INSERT INTO search VALUES (109, 0, 5,61,21,40,0.66,0.34,74,4,70,0.05,0.95,32);
INSERT INTO search VALUES (109, 0, 6,20,8,12,0.6,0.4,76,65,11,0.86,0.14,35);
INSERT INTO search VALUES (110, 0, 0,2,2,0,0.0,1.0,78,54,24,0.69,0.31,53);
INSERT INTO search VALUES (110, 0, 1,1,0,1,1.0,0.0,93,87,6,0.94,0.06,44);
INSERT INTO search VALUES (110, 0, 2,24,7,17,0.71,0.29,88,14,74,0.16,0.84,20);
INSERT INTO search VALUES (110, 0, 3,42,26,16,0.38,0.62,84,45,39,0.54,0.46,22);
INSERT INTO search VALUES (110, 0, 4,67,33,34,0.51,0.49,73,62,11,0.85,0.15,45);
INSERT INTO search VALUES (110, 0, 5,60,58,2,0.03,0.97,21,15,6,0.71,0.29,55);
INSERT INTO search VALUES (110, 0, 6,29,10,19,0.66,0.34,45,5,40,0.11,0.89,12);
INSERT INTO search VALUES (111, 0, 0,6,2,4,0.67,0.33,7,3,4,0.43,0.57,33);
INSERT INTO search VALUES (111, 0, 1,26,9,17,0.65,0.35,82,77,5,0.94,0.06,27);
INSERT INTO search VALUES (111, 0, 2,96,24,72,0.75,0.25,38,14,24,0.37,0.63,36);
INSERT INTO search VALUES (111, 0, 3,15,9,6,0.4,0.6,44,5,39,0.11,0.89,2);
INSERT INTO search VALUES (111, 0, 4,49,48,1,0.02,0.98,72,27,45,0.38,0.62,46);
INSERT INTO search VALUES (111, 0, 5,36,31,5,0.14,0.86,6,2,4,0.33,0.67,29);
INSERT INTO search VALUES (111, 0, 6,91,45,46,0.51,0.49,43,22,21,0.51,0.49,116);
INSERT INTO search VALUES (112, 0, 0,74,22,52,0.7,0.3,50,15,35,0.3,0.7,4);
INSERT INTO search VALUES (112, 0, 1,38,6,32,0.84,0.16,53,12,41,0.23,0.77,20);
INSERT INTO search VALUES (112, 0, 2,28,19,9,0.32,0.68,42,11,31,0.26,0.74,44);
INSERT INTO search VALUES (112, 0, 3,87,9,78,0.9,0.1,70,68,2,0.97,0.03,36);
INSERT INTO search VALUES (112, 0, 4,82,26,56,0.68,0.32,81,40,41,0.49,0.51,2);
INSERT INTO search VALUES (112, 0, 5,85,83,2,0.02,0.98,82,0,82,0.0,1.0,30);
INSERT INTO search VALUES (112, 0, 6,66,47,19,0.29,0.71,34,8,26,0.24,0.76,24);
INSERT INTO search VALUES (113, 0, 0,19,18,1,0.05,0.95,50,48,2,0.96,0.04,74);
INSERT INTO search VALUES (113, 0, 1,77,1,76,0.99,0.01,5,3,2,0.6,0.4,37);
INSERT INTO search VALUES (113, 0, 2,12,6,6,0.5,0.5,12,1,11,0.08,0.92,32);
INSERT INTO search VALUES (113, 0, 3,7,1,6,0.86,0.14,57,52,5,0.91,0.09,94);
INSERT INTO search VALUES (113, 0, 4,86,50,36,0.42,0.58,9,2,7,0.22,0.78,96);
INSERT INTO search VALUES (113, 0, 5,34,4,30,0.88,0.12,59,48,11,0.81,0.19,65);
INSERT INTO search VALUES (113, 0, 6,87,82,5,0.06,0.94,77,41,36,0.53,0.47,58);
INSERT INTO search VALUES (114, 0, 0,68,44,24,0.35,0.65,99,75,24,0.76,0.24,59);
INSERT INTO search VALUES (114, 0, 1,23,16,7,0.3,0.7,79,53,26,0.67,0.33,70);
INSERT INTO search VALUES (114, 0, 2,86,60,26,0.3,0.7,59,54,5,0.92,0.08,24);
INSERT INTO search VALUES (114, 0, 3,65,4,61,0.94,0.06,79,0,79,0.0,1.0,22);
INSERT INTO search VALUES (114, 0, 4,50,32,18,0.36,0.64,90,17,73,0.19,0.81,76);
INSERT INTO search VALUES (114, 0, 5,98,62,36,0.37,0.63,53,37,16,0.7,0.3,55);
INSERT INTO search VALUES (114, 0, 6,79,8,71,0.9,0.1,40,11,29,0.28,0.72,50);
INSERT INTO search VALUES (115, 0, 0,97,2,95,0.98,0.02,96,55,41,0.57,0.43,18);
INSERT INTO search VALUES (115, 0, 1,51,15,36,0.71,0.29,25,6,19,0.24,0.76,2);
INSERT INTO search VALUES (115, 0, 2,50,8,42,0.84,0.16,46,40,6,0.87,0.13,68);
INSERT INTO search VALUES (115, 0, 3,22,10,12,0.55,0.45,19,9,10,0.47,0.53,8);
INSERT INTO search VALUES (115, 0, 4,28,14,14,0.5,0.5,36,20,16,0.56,0.44,15);
INSERT INTO search VALUES (115, 0, 5,83,44,39,0.47,0.53,18,1,17,0.06,0.94,67);
INSERT INTO search VALUES (115, 0, 6,4,0,4,1.0,0.0,71,15,56,0.21,0.79,2);
INSERT INTO search VALUES (116, 0, 0,27,7,20,0.74,0.26,72,40,32,0.56,0.44,31);
INSERT INTO search VALUES (116, 0, 1,64,22,42,0.66,0.34,1,0,1,0.0,1.0,81);
INSERT INTO search VALUES (116, 0, 2,59,56,3,0.05,0.95,68,2,66,0.03,0.97,46);
INSERT INTO search VALUES (116, 0, 3,13,0,13,1.0,0.0,96,8,88,0.08,0.92,34);
INSERT INTO search VALUES (116, 0, 4,52,13,39,0.75,0.25,22,5,17,0.23,0.77,44);
INSERT INTO search VALUES (116, 0, 5,80,62,18,0.23,0.77,31,14,17,0.45,0.55,51);
INSERT INTO search VALUES (116, 0, 6,47,38,9,0.19,0.81,89,61,28,0.69,0.31,64);
INSERT INTO search VALUES (117, 0, 0,26,18,8,0.31,0.69,66,51,15,0.77,0.23,49);
INSERT INTO search VALUES (117, 0, 1,69,20,49,0.71,0.29,34,30,4,0.88,0.12,69);
INSERT INTO search VALUES (117, 0, 2,3,1,2,0.67,0.33,13,9,4,0.69,0.31,113);
INSERT INTO search VALUES (117, 0, 3,90,25,65,0.72,0.28,72,31,41,0.43,0.57,20);
INSERT INTO search VALUES (117, 0, 4,33,5,28,0.85,0.15,71,28,43,0.39,0.61,59);
INSERT INTO search VALUES (117, 0, 5,30,15,15,0.5,0.5,72,21,51,0.29,0.71,9);
INSERT INTO search VALUES (117, 0, 6,42,0,42,1.0,0.0,87,80,7,0.92,0.08,40);
INSERT INTO search VALUES (118, 0, 0,81,8,73,0.9,0.1,41,21,20,0.51,0.49,67);
INSERT INTO search VALUES (118, 0, 1,41,23,18,0.44,0.56,41,37,4,0.9,0.1,70);
INSERT INTO search VALUES (118, 0, 2,59,14,45,0.76,0.24,4,2,2,0.5,0.5,3);
INSERT INTO search VALUES (118, 0, 3,21,14,7,0.33,0.67,22,4,18,0.18,0.82,42);
INSERT INTO search VALUES (118, 0, 4,32,21,11,0.34,0.66,38,18,20,0.47,0.53,17);
INSERT INTO search VALUES (118, 0, 5,62,29,33,0.53,0.47,56,3,53,0.05,0.95,39);
INSERT INTO search VALUES (118, 0, 6,54,42,12,0.22,0.78,47,46,1,0.98,0.02,2);
INSERT INTO search VALUES (119, 0, 0,69,62,7,0.1,0.9,62,39,23,0.63,0.37,52);
INSERT INTO search VALUES (119, 0, 1,11,4,7,0.64,0.36,53,50,3,0.94,0.06,64);
INSERT INTO search VALUES (119, 0, 2,99,82,17,0.17,0.83,54,18,36,0.33,0.67,48);
INSERT INTO search VALUES (119, 0, 3,25,5,20,0.8,0.2,29,27,2,0.93,0.07,14);
INSERT INTO search VALUES (119, 0, 4,42,39,3,0.07,0.93,91,18,73,0.2,0.8,28);
INSERT INTO search VALUES (119, 0, 5,84,39,45,0.54,0.46,61,5,56,0.08,0.92,7);
INSERT INTO search VALUES (119, 0, 6,99,47,52,0.53,0.47,69,19,50,0.28,0.72,76);
INSERT INTO search VALUES (120, 0, 0,46,44,2,0.04,0.96,58,33,25,0.57,0.43,3);
INSERT INTO search VALUES (120, 0, 1,44,11,33,0.75,0.25,97,5,92,0.05,0.95,13);
INSERT INTO search VALUES (120, 0, 2,99,42,57,0.58,0.42,97,44,53,0.45,0.55,91);
INSERT INTO search VALUES (120, 0, 3,3,1,2,0.67,0.33,33,30,3,0.91,0.09,111);
INSERT INTO search VALUES (120, 0, 4,86,14,72,0.84,0.16,25,12,13,0.48,0.52,60);
INSERT INTO search VALUES (120, 0, 5,16,9,7,0.44,0.56,63,10,53,0.16,0.84,29);
INSERT INTO search VALUES (120, 0, 6,71,39,32,0.45,0.55,29,23,6,0.79,0.21,87);
INSERT INTO search VALUES (121, 0, 0,62,17,45,0.73,0.27,64,19,45,0.3,0.7,78);
INSERT INTO search VALUES (121, 0, 1,11,9,2,0.18,0.82,92,34,58,0.37,0.63,40);
INSERT INTO search VALUES (121, 0, 2,93,14,79,0.85,0.15,3,2,1,0.67,0.33,46);
INSERT INTO search VALUES (121, 0, 3,95,39,56,0.59,0.41,19,16,3,0.84,0.16,49);
INSERT INTO search VALUES (121, 0, 4,27,0,27,1.0,0.0,71,51,20,0.72,0.28,85);
INSERT INTO search VALUES (121, 0, 5,66,65,1,0.02,0.98,88,45,43,0.51,0.49,38);
INSERT INTO search VALUES (121, 0, 6,50,46,4,0.08,0.92,28,27,1,0.96,0.04,25);
INSERT INTO search VALUES (122, 0, 0,50,13,37,0.74,0.26,12,6,6,0.5,0.5,50);
INSERT INTO search VALUES (122, 0, 1,81,15,66,0.81,0.19,60,4,56,0.07,0.93,3);
INSERT INTO search VALUES (122, 0, 2,58,28,30,0.52,0.48,76,65,11,0.86,0.14,2);
INSERT INTO search VALUES (122, 0, 3,33,11,22,0.67,0.33,95,61,34,0.64,0.36,42);
INSERT INTO search VALUES (122, 0, 4,45,27,18,0.4,0.6,57,28,29,0.49,0.51,58);
INSERT INTO search VALUES (122, 0, 5,68,34,34,0.5,0.5,43,31,12,0.72,0.28,22);
INSERT INTO search VALUES (122, 0, 6,58,43,15,0.26,0.74,59,11,48,0.19,0.81,71);
INSERT INTO search VALUES (123, 0, 0,97,61,36,0.37,0.63,41,30,11,0.73,0.27,53);
INSERT INTO search VALUES (123, 0, 1,42,20,22,0.52,0.48,33,26,7,0.79,0.21,41);
INSERT INTO search VALUES (123, 0, 2,24,9,15,0.62,0.38,50,46,4,0.92,0.08,48);
INSERT INTO search VALUES (123, 0, 3,37,12,25,0.68,0.32,8,6,2,0.75,0.25,33);
INSERT INTO search VALUES (123, 0, 4,1,1,0,0.0,1.0,38,2,36,0.05,0.95,79);
INSERT INTO search VALUES (123, 0, 5,63,40,23,0.37,0.63,61,11,50,0.18,0.82,40);
INSERT INTO search VALUES (123, 0, 6,20,7,13,0.65,0.35,75,28,47,0.37,0.63,18);
INSERT INTO search VALUES (124, 0, 0,64,49,15,0.23,0.77,54,26,28,0.48,0.52,37);
INSERT INTO search VALUES (124, 0, 1,59,7,52,0.88,0.12,88,54,34,0.61,0.39,81);
INSERT INTO search VALUES (124, 0, 2,93,50,43,0.46,0.54,63,42,21,0.67,0.33,28);
INSERT INTO search VALUES (124, 0, 3,91,32,59,0.65,0.35,85,70,15,0.82,0.18,40);
INSERT INTO search VALUES (124, 0, 4,19,5,14,0.74,0.26,10,7,3,0.7,0.3,113);
INSERT INTO search VALUES (124, 0, 5,28,4,24,0.86,0.14,20,1,19,0.05,0.95,26);
INSERT INTO search VALUES (124, 0, 6,99,83,16,0.16,0.84,14,14,0,1.0,0.0,20);
INSERT INTO search VALUES (125, 0, 0,26,11,15,0.58,0.42,37,6,31,0.16,0.84,72);
INSERT INTO search VALUES (125, 0, 1,42,41,1,0.02,0.98,11,5,6,0.45,0.55,86);
INSERT INTO search VALUES (125, 0, 2,39,15,24,0.62,0.38,64,24,40,0.38,0.62,2);
INSERT INTO search VALUES (125, 0, 3,84,77,7,0.08,0.92,80,28,52,0.35,0.65,20);
INSERT INTO search VALUES (125, 0, 4,9,1,8,0.89,0.11,11,6,5,0.55,0.45,14);
INSERT INTO search VALUES (125, 0, 5,41,8,33,0.8,0.2,95,45,50,0.47,0.53,2);
INSERT INTO search VALUES (125, 0, 6,34,27,7,0.21,0.79,91,33,58,0.36,0.64,67);
INSERT INTO search VALUES (126, 0, 0,2,1,1,0.5,0.5,19,5,14,0.26,0.74,73);
INSERT INTO search VALUES (126, 0, 1,34,0,34,1.0,0.0,17,1,16,0.06,0.94,35);
INSERT INTO search VALUES (126, 0, 2,2,0,2,1.0,0.0,92,41,51,0.45,0.55,32);
INSERT INTO search VALUES (126, 0, 3,43,41,2,0.05,0.95,8,5,3,0.62,0.38,6);
INSERT INTO search VALUES (126, 0, 4,43,10,33,0.77,0.23,70,28,42,0.4,0.6,7);
INSERT INTO search VALUES (126, 0, 5,37,32,5,0.14,0.86,39,34,5,0.87,0.13,26);
INSERT INTO search VALUES (126, 0, 6,49,8,41,0.84,0.16,81,14,67,0.17,0.83,26);
INSERT INTO search VALUES (127, 0, 0,36,22,14,0.39,0.61,96,44,52,0.46,0.54,24);
INSERT INTO search VALUES (127, 0, 1,22,18,4,0.18,0.82,73,36,37,0.49,0.51,12);
INSERT INTO search VALUES (127, 0, 2,5,4,1,0.2,0.8,82,5,77,0.06,0.94,66);
INSERT INTO search VALUES (127, 0, 3,57,4,53,0.93,0.07,85,84,1,0.99,0.01,29);
INSERT INTO search VALUES (127, 0, 4,36,26,10,0.28,0.72,32,24,8,0.75,0.25,16);
INSERT INTO search VALUES (127, 0, 5,45,22,23,0.51,0.49,90,85,5,0.94,0.06,15);
INSERT INTO search VALUES (127, 0, 6,49,7,42,0.86,0.14,30,10,20,0.33,0.67,3);
INSERT INTO search VALUES (128, 0, 0,6,2,4,0.67,0.33,20,11,9,0.55,0.45,57);
INSERT INTO search VALUES (128, 0, 1,48,9,39,0.81,0.19,44,11,33,0.25,0.75,71);
INSERT INTO search VALUES (128, 0, 2,7,7,0,0.0,1.0,19,18,1,0.95,0.05,45);
INSERT INTO search VALUES (128, 0, 3,39,27,12,0.31,0.69,69,3,66,0.04,0.96,2);
INSERT INTO search VALUES (128, 0, 4,96,36,60,0.62,0.38,95,0,95,0.0,1.0,30);
INSERT INTO search VALUES (128, 0, 5,45,17,28,0.62,0.38,90,8,82,0.09,0.91,40);
INSERT INTO search VALUES (128, 0, 6,67,56,11,0.16,0.84,35,4,31,0.11,0.89,60);
INSERT INTO search VALUES (129, 0, 0,63,38,25,0.4,0.6,12,4,8,0.33,0.67,2);
INSERT INTO search VALUES (129, 0, 1,27,9,18,0.67,0.33,7,5,2,0.71,0.29,58);
INSERT INTO search VALUES (129, 0, 2,72,17,55,0.76,0.24,86,23,63,0.27,0.73,22);
INSERT INTO search VALUES (129, 0, 3,15,6,9,0.6,0.4,36,10,26,0.28,0.72,34);
INSERT INTO search VALUES (129, 0, 4,87,64,23,0.26,0.74,95,9,86,0.09,0.91,2);
INSERT INTO search VALUES (129, 0, 5,49,2,47,0.96,0.04,95,22,73,0.23,0.77,76);
INSERT INTO search VALUES (129, 0, 6,2,2,0,0.0,1.0,57,6,51,0.11,0.89,50);
